flightNumber,origin,destination,distance,duration,model,speed,MaxCapa
4766,DFW,JFK,1390,222,738,400,160
415,DFW,JFK,1390,218,321,400,181
2520,DFW,JFK,1390,227,321,400,181
1673,DFW,JFK,1390,228,321,400,181
8123,DFW,JFK,1390,233,757,380,176
2313,DFW,JFK,1390,236,757,380,176
4510,DFW,JFK,1390,215,321,400,181
3733,DFW,JFK,1390,218,738,400,160
4285,DFW,JFK,1390,228,321,400,181
149,DFW,JFK,1390,218,738,400,160
2277,DFW,JFK,1390,217,321,400,181
3846,DFW,JFK,1390,232,757,380,176
7167,JFK,ORD,739,117,757,380,176
8006,JFK,ORD,739,114,738,400,160
3964,JFK,ORD,739,119,738,400,160
5807,JFK,ORD,739,116,738,400,160
2029,JFK,ORD,739,118,738,400,160
3103,JFK,ORD,739,114,321,400,181
2546,JFK,ORD,739,117,321,400,181
6209,JFK,ORD,739,117,757,380,176
958,JFK,ORD,739,115,738,400,160
7741,JFK,ORD,739,116,321,400,181
9212,JFK,ORD,739,122,757,380,176
3631,JFK,ORD,739,113,738,400,160
6308,JFK,ORD,739,113,321,400,181
3620,JFK,ORD,739,114,321,400,181
571,JFK,ORD,739,116,738,400,160
422,JFK,ORD,739,115,738,400,160
131,JFK,LAX,2472,378,321,400,181
9808,JFK,LAX,2472,428,757,380,176
5307,JFK,LAX,2472,428,757,380,176
9905,JFK,LAX,2472,380,738,400,160
9911,JFK,LAX,2472,380,738,400,160
7961,JFK,LAX,2472,373,321,400,181
5730,JFK,LAX,2472,411,757,380,176
1064,JFK,LAX,2472,373,321,400,181
6497,JFK,LAX,2472,378,738,400,160
7687,JFK,LAX,2472,401,738,400,160
9091,JFK,LAX,2472,389,321,400,181
5748,JFK,DFW,1390,219,321,400,181
428,JFK,DFW,1390,220,321,400,181
4064,JFK,DFW,1390,221,321,400,181
7975,JFK,DFW,1390,211,738,400,160
285,JFK,DFW,1390,224,321,400,181
6184,JFK,DFW,1390,208,738,400,160
8218,JFK,DFW,1390,221,757,380,176
4230,JFK,DFW,1390,222,757,380,176
4032,JFK,DFW,1390,235,757,380,176
4896,JFK,DFW,1390,225,321,400,181
2513,JFK,DFW,1390,230,757,380,176
6637,LAX,ORD,1743,272,738,400,160
9213,LAX,ORD,1743,282,321,400,181
6612,LAX,ORD,1743,274,321,400,181
5971,LAX,ORD,1743,267,738,400,160
9450,LAX,ORD,1743,277,321,400,181
5229,LAX,ORD,1743,265,321,400,181
6081,LAX,ORD,1743,267,738,400,160
673,LAX,ORD,1743,280,321,400,181
530,LAX,ORD,1743,267,321,400,181
1459,LAX,ORD,1743,297,757,380,176
746,LAX,ORD,1743,281,738,400,160
3111,LAX,ORD,1743,287,321,400,181
1176,LAX,JFK,2472,394,757,380,176
6054,LAX,JFK,2472,420,757,380,176
7766,LAX,JFK,2472,373,321,400,181
4519,LAX,JFK,2472,398,757,380,176
6750,LAX,JFK,2472,396,738,400,160
4547,LAX,JFK,2472,400,321,400,181
9845,LAX,JFK,2472,387,321,400,181
523,LAX,JFK,2472,393,738,400,160
9159,LAX,JFK,2472,371,738,400,160
2106,LAX,JFK,2472,394,321,400,181
3275,LAX,JFK,2472,396,321,400,181
3023,LAX,JFK,2472,391,738,400,160
4577,LAX,JFK,2472,415,757,380,176
7442,LAX,JFK,2472,381,738,400,160
5203,LAX,DFW,1234,204,757,380,176
1924,LAX,DFW,1234,197,757,380,176
9179,LAX,DFW,1234,200,738,400,160
6219,LAX,DFW,1234,188,321,400,181
1429,LAX,DFW,1234,210,757,380,176
6920,LAX,DFW,1234,195,757,380,176
708,LAX,DFW,1234,190,738,400,160
2878,LAX,DFW,1234,185,738,400,160
989,LAX,DFW,1234,190,738,400,160
587,LAX,DFW,1234,212,757,380,176
9221,LAX,DFW,1234,186,738,400,160
2149,ORD,LAX,1743,278,738,400,160
9574,ORD,LAX,1743,280,757,380,176
9880,ORD,LAX,1743,286,738,400,160
7872,ORD,LAX,1743,277,321,400,181
7211,ORD,LAX,1743,299,757,380,176
8612,ORD,LAX,1743,280,321,400,181
7288,ORD,LAX,1743,267,738,400,160
4470,ORD,LAX,1743,261,321,400,181
3121,ORD,JFK,739,117,321,400,181
1637,ORD,JFK,739,120,738,400,160
6956,ORD,JFK,739,113,321,400,181
1467,ORD,JFK,739,121,321,400,181
8217,ORD,JFK,739,116,738,400,160
6665,ORD,JFK,739,114,738,400,160
9425,ORD,JFK,739,117,738,400,160
9459,ORD,JFK,739,117,757,380,176
2864,ORD,JFK,739,115,738,400,160
1756,ORD,JFK,739,118,321,400,181
4840,ORD,JFK,739,121,738,400,160
505,ORD,JFK,739,121,321,400,181
5717,ORD,JFK,739,111,738,400,160
5889,ORD,JFK,739,127,757,380,176
3895,ORD,JFK,739,117,738,400,160
5325,ORD,JFK,739,113,738,400,160
2782,ORD,DFW,802,131,738,400,160
8931,ORD,DFW,802,125,321,400,181
6331,ORD,DFW,802,128,321,400,181
1023,ORD,DFW,802,129,321,400,181
6533,ORD,DFW,802,124,321,400,181
8234,ORD,DFW,802,136,757,380,176
3850,ORD,DFW,802,131,738,400,160
7823,ORD,DFW,802,131,757,380,176
9175,ORD,DFW,802,131,738,400,160
9479,ORD,DFW,802,139,757,380,176
9945,ORD,DFW,802,136,757,380,176
9107,ORD,DFW,802,130,321,400,181
2436,ORD,DFW,802,126,738,400,160
4471,ORD,DFW,802,138,757,380,176
683,ORD,DFW,802,121,321,400,181
6488,ORD,DFW,802,128,321,400,181
8886,DFW,ORD,802,130,757,380,176
954,DFW,ORD,802,128,738,400,160
2906,DFW,ORD,802,127,738,400,160
47,DFW,ORD,802,131,757,380,176
4521,DFW,ORD,802,132,321,400,181
416,DFW,ORD,802,138,757,380,176
7658,DFW,ORD,802,131,757,380,176
3711,DFW,ORD,802,121,738,400,160
9327,DFW,ORD,802,124,738,400,160
4999,DFW,ORD,802,133,757,380,176
6113,DFW,ORD,802,125,321,400,181
3646,DFW,ORD,802,131,321,400,181
4844,DFW,ORD,802,129,321,400,181
8953,DFW,ORD,802,128,757,380,176
8586,DFW,ORD,802,129,757,380,176
5863,DFW,ORD,802,130,738,400,160
9316,DFW,LAX,1234,206,757,380,176
1403,DFW,LAX,1234,200,321,400,181
3404,DFW,LAX,1234,191,738,400,160
9946,DFW,LAX,1234,205,757,380,176
25,DFW,LAX,1234,205,757,380,176
5765,DFW,LAX,1234,211,757,380,176
70,DFW,LAX,1234,201,757,380,176
2330,DFW,LAX,1234,197,321,400,181
899,DFW,LAX,1234,200,321,400,181
5364,DFW,LAX,1234,197,321,400,181
8853,DFW,LAX,1234,211,757,380,176
2310,DFW,LAX,1234,195,757,380,176
4039,DFW,LAX,1234,188,738,400,160
4629,DFW,LAX,1234,188,738,400,160
2985,DFW,LAX,1234,191,321,400,181
9409,DFW,LAX,1234,199,738,400,160
1106,DFW,JFK,1390,209,738,400,160
6990,DFW,JFK,1390,224,738,400,160
3986,DFW,JFK,1390,237,757,380,176
4563,DFW,JFK,1390,211,738,400,160
2378,DFW,JFK,1390,218,738,400,160
3729,DFW,JFK,1390,217,738,400,160
8333,JFK,ORD,739,117,757,380,176
5001,JFK,ORD,739,111,738,400,160
6963,JFK,ORD,739,116,757,380,176
5340,JFK,ORD,739,124,757,380,176
4862,JFK,ORD,739,113,738,400,160
1870,JFK,ORD,739,124,757,380,176
4878,JFK,ORD,739,125,757,380,176
2215,JFK,ORD,739,124,757,380,176
6596,JFK,ORD,739,118,321,400,181
3815,JFK,ORD,739,118,321,400,181
732,JFK,ORD,739,120,757,380,176
9298,JFK,ORD,739,119,321,400,181
1165,JFK,ORD,739,113,321,400,181
5825,JFK,ORD,739,126,757,380,176
9575,JFK,ORD,739,121,321,400,181
6193,JFK,ORD,739,118,738,400,160
8235,JFK,LAX,2472,400,321,400,181
9859,JFK,LAX,2472,407,321,400,181
8579,JFK,LAX,2472,372,738,400,160
6902,JFK,LAX,2472,405,738,400,160
5044,JFK,LAX,2472,406,321,400,181
3766,JFK,LAX,2472,403,757,380,176
5110,JFK,LAX,2472,388,321,400,181
4365,JFK,LAX,2472,425,757,380,176
1334,JFK,LAX,2472,400,321,400,181
2675,JFK,DFW,1390,222,757,380,176
7706,JFK,DFW,1390,208,321,400,181
8810,JFK,DFW,1390,223,757,380,176
2346,JFK,DFW,1390,210,738,400,160
9540,JFK,DFW,1390,229,738,400,160
4785,JFK,DFW,1390,209,321,400,181
2982,JFK,DFW,1390,208,321,400,181
6763,JFK,DFW,1390,228,757,380,176
6686,JFK,DFW,1390,212,738,400,160
5064,JFK,DFW,1390,215,738,400,160
4154,JFK,DFW,1390,237,757,380,176
7992,JFK,DFW,1390,208,321,400,181
4811,JFK,DFW,1390,238,757,380,176
5469,LAX,ORD,1743,300,757,380,176
9631,LAX,ORD,1743,279,738,400,160
7206,LAX,ORD,1743,268,321,400,181
1225,LAX,ORD,1743,286,738,400,160
4671,LAX,ORD,1743,264,738,400,160
4341,LAX,ORD,1743,278,738,400,160
7615,LAX,JFK,2472,403,321,400,181
574,LAX,JFK,2472,373,738,400,160
8558,LAX,JFK,2472,397,738,400,160
5571,LAX,JFK,2472,418,757,380,176
6158,LAX,JFK,2472,398,738,400,160
5263,LAX,JFK,2472,392,321,400,181
9789,LAX,JFK,2472,402,757,380,176
5630,LAX,JFK,2472,398,757,380,176
7489,LAX,JFK,2472,396,321,400,181
8812,LAX,DFW,1234,201,757,380,176
260,LAX,DFW,1234,196,738,400,160
9344,LAX,DFW,1234,194,738,400,160
7260,LAX,DFW,1234,188,738,400,160
3578,LAX,DFW,1234,190,321,400,181
8895,LAX,DFW,1234,200,757,380,176
7989,LAX,DFW,1234,191,738,400,160
5275,LAX,DFW,1234,210,757,380,176
1183,LAX,DFW,1234,190,321,400,181
1346,LAX,DFW,1234,197,321,400,181
1623,LAX,DFW,1234,200,321,400,181
1645,ORD,LAX,1743,275,321,400,181
8899,ORD,LAX,1743,286,738,400,160
4630,ORD,LAX,1743,286,757,380,176
8652,ORD,LAX,1743,287,738,400,160
5538,ORD,LAX,1743,264,738,400,160
83,ORD,LAX,1743,270,738,400,160
5408,ORD,LAX,1743,282,757,380,176
4473,ORD,LAX,1743,293,757,380,176
2771,ORD,LAX,1743,280,738,400,160
336,ORD,LAX,1743,277,738,400,160
5522,ORD,LAX,1743,268,738,400,160
2908,ORD,LAX,1743,280,321,400,181
169,ORD,LAX,1743,288,757,380,176
9608,ORD,LAX,1743,296,757,380,176
3520,ORD,JFK,739,118,738,400,160
662,ORD,JFK,739,111,738,400,160
4115,ORD,JFK,739,128,757,380,176
3941,ORD,JFK,739,121,757,380,176
5764,ORD,JFK,739,121,757,380,176
2258,ORD,JFK,739,120,738,400,160
1015,ORD,JFK,739,122,757,380,176
377,ORD,JFK,739,113,738,400,160
3312,ORD,JFK,739,113,738,400,160
6703,ORD,JFK,739,121,757,380,176
2844,ORD,DFW,802,122,321,400,181
8156,ORD,DFW,802,129,321,400,181
7094,ORD,DFW,802,121,738,400,160
8959,ORD,DFW,802,135,757,380,176
4250,ORD,DFW,802,136,757,380,176
2835,ORD,DFW,802,120,321,400,181
6842,ORD,DFW,802,135,757,380,176
731,ORD,DFW,802,127,757,380,176
7253,ORD,DFW,802,126,738,400,160
2584,ORD,DFW,802,127,321,400,181
5903,ORD,DFW,802,129,757,380,176
5992,ORD,DFW,802,137,757,380,176
6701,ORD,DFW,802,125,738,400,160
1304,ORD,DFW,802,124,738,400,160
9777,DFW,ORD,802,121,321,400,181
6585,DFW,ORD,802,121,321,400,181
9479,DFW,ORD,802,128,738,400,160
258,DFW,ORD,802,130,321,400,181
1510,DFW,ORD,802,129,757,380,176
5824,DFW,ORD,802,136,757,380,176
2047,DFW,ORD,802,126,321,400,181
4399,DFW,ORD,802,126,738,400,160
2267,DFW,LAX,1234,203,738,400,160
1136,DFW,LAX,1234,186,738,400,160
7529,DFW,LAX,1234,195,321,400,181
3163,DFW,LAX,1234,197,738,400,160
4881,DFW,LAX,1234,191,321,400,181
5315,DFW,LAX,1234,194,757,380,176
9855,DFW,LAX,1234,201,321,400,181
7032,DFW,LAX,1234,190,321,400,181
8072,DFW,JFK,1390,236,757,380,176
1804,DFW,JFK,1390,221,757,380,176
2380,DFW,JFK,1390,240,757,380,176
6793,DFW,JFK,1390,217,738,400,160
3016,DFW,JFK,1390,239,757,380,176
3884,DFW,JFK,1390,217,321,400,181
7355,DFW,JFK,1390,237,757,380,176
9901,DFW,JFK,1390,241,757,380,176
8119,DFW,JFK,1390,214,321,400,181
2275,DFW,JFK,1390,211,321,400,181
8851,DFW,JFK,1390,216,738,400,160
7155,DFW,JFK,1390,225,321,400,181
1490,DFW,JFK,1390,209,738,400,160
6388,DFW,JFK,1390,223,757,380,176
858,DFW,JFK,1390,215,321,400,181
7302,JFK,ORD,739,112,321,400,181
3726,JFK,ORD,739,127,757,380,176
2368,JFK,ORD,739,116,738,400,160
8888,JFK,ORD,739,114,321,400,181
9500,JFK,ORD,739,115,321,400,181
7976,JFK,ORD,739,120,321,400,181
6172,JFK,ORD,739,120,757,380,176
8544,JFK,ORD,739,123,757,380,176
7471,JFK,LAX,2472,382,321,400,181
6277,JFK,LAX,2472,393,321,400,181
2346,JFK,LAX,2472,397,757,380,176
3083,JFK,LAX,2472,424,757,380,176
4438,JFK,LAX,2472,425,757,380,176
1215,JFK,LAX,2472,398,321,400,181
9541,JFK,LAX,2472,371,321,400,181
5053,JFK,LAX,2472,384,738,400,160
5474,JFK,LAX,2472,406,321,400,181
1413,JFK,LAX,2472,390,738,400,160
6434,JFK,DFW,1390,225,321,400,181
9739,JFK,DFW,1390,217,738,400,160
2048,JFK,DFW,1390,222,738,400,160
6747,JFK,DFW,1390,215,321,400,181
7185,JFK,DFW,1390,235,757,380,176
4703,JFK,DFW,1390,215,738,400,160
1411,JFK,DFW,1390,216,321,400,181
4994,JFK,DFW,1390,210,321,400,181
1994,LAX,ORD,1743,281,757,380,176
7986,LAX,ORD,1743,265,738,400,160
5264,LAX,ORD,1743,281,738,400,160
6733,LAX,ORD,1743,287,757,380,176
4127,LAX,ORD,1743,280,757,380,176
8945,LAX,ORD,1743,281,738,400,160
6468,LAX,ORD,1743,264,738,400,160
4584,LAX,ORD,1743,281,321,400,181
9498,LAX,ORD,1743,261,321,400,181
9481,LAX,ORD,1743,273,738,400,160
401,LAX,JFK,2472,391,321,400,181
6940,LAX,JFK,2472,400,757,380,176
3668,LAX,JFK,2472,404,757,380,176
1788,LAX,JFK,2472,392,321,400,181
954,LAX,JFK,2472,409,757,380,176
3348,LAX,JFK,2472,393,757,380,176
5603,LAX,JFK,2472,395,738,400,160
1010,LAX,JFK,2472,413,757,380,176
8268,LAX,JFK,2472,416,757,380,176
9848,LAX,JFK,2472,373,321,400,181
3921,LAX,DFW,1234,195,738,400,160
2501,LAX,DFW,1234,213,757,380,176
2718,LAX,DFW,1234,202,738,400,160
4436,LAX,DFW,1234,198,738,400,160
5814,LAX,DFW,1234,208,757,380,176
9048,LAX,DFW,1234,199,757,380,176
1584,LAX,DFW,1234,203,738,400,160
2779,ORD,LAX,1743,268,738,400,160
9284,ORD,LAX,1743,279,738,400,160
3596,ORD,LAX,1743,280,738,400,160
1502,ORD,LAX,1743,266,738,400,160
9534,ORD,LAX,1743,280,738,400,160
5937,ORD,LAX,1743,276,321,400,181
3707,ORD,LAX,1743,299,757,380,176
5117,ORD,LAX,1743,284,738,400,160
3885,ORD,LAX,1743,274,738,400,160
1537,ORD,LAX,1743,285,738,400,160
6403,ORD,LAX,1743,261,738,400,160
1974,ORD,LAX,1743,300,757,380,176
572,ORD,LAX,1743,261,321,400,181
7030,ORD,JFK,739,121,757,380,176
4852,ORD,JFK,739,120,321,400,181
2390,ORD,JFK,739,122,757,380,176
1844,ORD,JFK,739,114,738,400,160
9450,ORD,JFK,739,112,321,400,181
1713,ORD,JFK,739,115,321,400,181
5691,ORD,JFK,739,118,738,400,160
3004,ORD,JFK,739,125,757,380,176
4725,ORD,JFK,739,114,738,400,160
5404,ORD,JFK,739,110,321,400,181
8409,ORD,JFK,739,124,757,380,176
7831,ORD,JFK,739,115,738,400,160
9516,ORD,JFK,739,111,321,400,181
727,ORD,DFW,802,121,738,400,160
5403,ORD,DFW,802,120,321,400,181
6774,ORD,DFW,802,130,757,380,176
4757,ORD,DFW,802,131,757,380,176
5212,ORD,DFW,802,121,321,400,181
299,ORD,DFW,802,120,738,400,160
3167,ORD,DFW,802,138,757,380,176
4069,ORD,DFW,802,131,738,400,160
9066,ORD,DFW,802,124,321,400,181
4609,ORD,DFW,802,128,738,400,160
9773,ORD,DFW,802,121,738,400,160
1551,ORD,DFW,802,137,757,380,176
8225,ORD,DFW,802,139,757,380,176
1980,ORD,DFW,802,129,738,400,160
260,ORD,DFW,802,129,757,380,176
9777,DFW,ORD,802,121,321,400,181
6585,DFW,ORD,802,121,321,400,181
9479,DFW,ORD,802,128,738,400,160
258,DFW,ORD,802,130,321,400,181
1510,DFW,ORD,802,129,757,380,176
5824,DFW,ORD,802,136,757,380,176
2047,DFW,ORD,802,126,321,400,181
4399,DFW,ORD,802,126,738,400,160
2267,DFW,LAX,1234,203,738,400,160
1136,DFW,LAX,1234,186,738,400,160
7529,DFW,LAX,1234,195,321,400,181
3163,DFW,LAX,1234,197,738,400,160
4881,DFW,LAX,1234,191,321,400,181
5315,DFW,LAX,1234,194,757,380,176
9855,DFW,LAX,1234,201,321,400,181
7032,DFW,LAX,1234,190,321,400,181
8072,DFW,JFK,1390,236,757,380,176
1804,DFW,JFK,1390,221,757,380,176
2380,DFW,JFK,1390,240,757,380,176
6793,DFW,JFK,1390,217,738,400,160
3016,DFW,JFK,1390,239,757,380,176
3884,DFW,JFK,1390,217,321,400,181
7355,DFW,JFK,1390,237,757,380,176
9901,DFW,JFK,1390,241,757,380,176
8119,DFW,JFK,1390,214,321,400,181
2275,DFW,JFK,1390,211,321,400,181
8851,DFW,JFK,1390,216,738,400,160
7155,DFW,JFK,1390,225,321,400,181
1490,DFW,JFK,1390,209,738,400,160
6388,DFW,JFK,1390,223,757,380,176
858,DFW,JFK,1390,215,321,400,181
7302,JFK,ORD,739,112,321,400,181
3726,JFK,ORD,739,127,757,380,176
2368,JFK,ORD,739,116,738,400,160
8888,JFK,ORD,739,114,321,400,181
9500,JFK,ORD,739,115,321,400,181
7976,JFK,ORD,739,120,321,400,181
6172,JFK,ORD,739,120,757,380,176
8544,JFK,ORD,739,123,757,380,176
7471,JFK,LAX,2472,382,321,400,181
6277,JFK,LAX,2472,393,321,400,181
2346,JFK,LAX,2472,397,757,380,176
3083,JFK,LAX,2472,424,757,380,176
4438,JFK,LAX,2472,425,757,380,176
1215,JFK,LAX,2472,398,321,400,181
9541,JFK,LAX,2472,371,321,400,181
5053,JFK,LAX,2472,384,738,400,160
5474,JFK,LAX,2472,406,321,400,181
1413,JFK,LAX,2472,390,738,400,160
6434,JFK,DFW,1390,225,321,400,181
9739,JFK,DFW,1390,217,738,400,160
2048,JFK,DFW,1390,222,738,400,160
6747,JFK,DFW,1390,215,321,400,181
7185,JFK,DFW,1390,235,757,380,176
4703,JFK,DFW,1390,215,738,400,160
1411,JFK,DFW,1390,216,321,400,181
4994,JFK,DFW,1390,210,321,400,181
1994,LAX,ORD,1743,281,757,380,176
7986,LAX,ORD,1743,265,738,400,160
5264,LAX,ORD,1743,281,738,400,160
6733,LAX,ORD,1743,287,757,380,176
4127,LAX,ORD,1743,280,757,380,176
8945,LAX,ORD,1743,281,738,400,160
6468,LAX,ORD,1743,264,738,400,160
4584,LAX,ORD,1743,281,321,400,181
9498,LAX,ORD,1743,261,321,400,181
9481,LAX,ORD,1743,273,738,400,160
401,LAX,JFK,2472,391,321,400,181
6940,LAX,JFK,2472,400,757,380,176
3668,LAX,JFK,2472,404,757,380,176
1788,LAX,JFK,2472,392,321,400,181
954,LAX,JFK,2472,409,757,380,176
3348,LAX,JFK,2472,393,757,380,176
5603,LAX,JFK,2472,395,738,400,160
1010,LAX,JFK,2472,413,757,380,176
8268,LAX,JFK,2472,416,757,380,176
9848,LAX,JFK,2472,373,321,400,181
3921,LAX,DFW,1234,195,738,400,160
2501,LAX,DFW,1234,213,757,380,176
2718,LAX,DFW,1234,202,738,400,160
4436,LAX,DFW,1234,198,738,400,160
5814,LAX,DFW,1234,208,757,380,176
9048,LAX,DFW,1234,199,757,380,176
1584,LAX,DFW,1234,203,738,400,160
2779,ORD,LAX,1743,268,738,400,160
9284,ORD,LAX,1743,279,738,400,160
3596,ORD,LAX,1743,280,738,400,160
1502,ORD,LAX,1743,266,738,400,160
9534,ORD,LAX,1743,280,738,400,160
5937,ORD,LAX,1743,276,321,400,181
3707,ORD,LAX,1743,299,757,380,176
5117,ORD,LAX,1743,284,738,400,160
3885,ORD,LAX,1743,274,738,400,160
1537,ORD,LAX,1743,285,738,400,160
6403,ORD,LAX,1743,261,738,400,160
1974,ORD,LAX,1743,300,757,380,176
572,ORD,LAX,1743,261,321,400,181
7030,ORD,JFK,739,121,757,380,176
4852,ORD,JFK,739,120,321,400,181
2390,ORD,JFK,739,122,757,380,176
1844,ORD,JFK,739,114,738,400,160
9450,ORD,JFK,739,112,321,400,181
1713,ORD,JFK,739,115,321,400,181
5691,ORD,JFK,739,118,738,400,160
3004,ORD,JFK,739,125,757,380,176
4725,ORD,JFK,739,114,738,400,160
5404,ORD,JFK,739,110,321,400,181
8409,ORD,JFK,739,124,757,380,176
7831,ORD,JFK,739,115,738,400,160
9516,ORD,JFK,739,111,321,400,181
727,ORD,DFW,802,121,738,400,160
5403,ORD,DFW,802,120,321,400,181
6774,ORD,DFW,802,130,757,380,176
4757,ORD,DFW,802,131,757,380,176
5212,ORD,DFW,802,121,321,400,181
299,ORD,DFW,802,120,738,400,160
3167,ORD,DFW,802,138,757,380,176
4069,ORD,DFW,802,131,738,400,160
9066,ORD,DFW,802,124,321,400,181
4609,ORD,DFW,802,128,738,400,160
9773,ORD,DFW,802,121,738,400,160
1551,ORD,DFW,802,137,757,380,176
8225,ORD,DFW,802,139,757,380,176
1980,ORD,DFW,802,129,738,400,160
260,ORD,DFW,802,129,757,380,176
9777,DFW,ORD,802,121,321,400,181
6585,DFW,ORD,802,121,321,400,181
9479,DFW,ORD,802,128,738,400,160
258,DFW,ORD,802,130,321,400,181
1510,DFW,ORD,802,129,757,380,176
5824,DFW,ORD,802,136,757,380,176
2047,DFW,ORD,802,126,321,400,181
4399,DFW,ORD,802,126,738,400,160
2267,DFW,LAX,1234,203,738,400,160
1136,DFW,LAX,1234,186,738,400,160
7529,DFW,LAX,1234,195,321,400,181
3163,DFW,LAX,1234,197,738,400,160
4881,DFW,LAX,1234,191,321,400,181
5315,DFW,LAX,1234,194,757,380,176
9855,DFW,LAX,1234,201,321,400,181
7032,DFW,LAX,1234,190,321,400,181
8072,DFW,JFK,1390,236,757,380,176
1804,DFW,JFK,1390,221,757,380,176
2380,DFW,JFK,1390,240,757,380,176
6793,DFW,JFK,1390,217,738,400,160
3016,DFW,JFK,1390,239,757,380,176
3884,DFW,JFK,1390,217,321,400,181
7355,DFW,JFK,1390,237,757,380,176
9901,DFW,JFK,1390,241,757,380,176
8119,DFW,JFK,1390,214,321,400,181
2275,DFW,JFK,1390,211,321,400,181
8851,DFW,JFK,1390,216,738,400,160
7155,DFW,JFK,1390,225,321,400,181
1490,DFW,JFK,1390,209,738,400,160
6388,DFW,JFK,1390,223,757,380,176
858,DFW,JFK,1390,215,321,400,181
7302,JFK,ORD,739,112,321,400,181
3726,JFK,ORD,739,127,757,380,176
2368,JFK,ORD,739,116,738,400,160
8888,JFK,ORD,739,114,321,400,181
9500,JFK,ORD,739,115,321,400,181
7976,JFK,ORD,739,120,321,400,181
6172,JFK,ORD,739,120,757,380,176
8544,JFK,ORD,739,123,757,380,176
7471,JFK,LAX,2472,382,321,400,181
6277,JFK,LAX,2472,393,321,400,181
2346,JFK,LAX,2472,397,757,380,176
3083,JFK,LAX,2472,424,757,380,176
4438,JFK,LAX,2472,425,757,380,176
1215,JFK,LAX,2472,398,321,400,181
9541,JFK,LAX,2472,371,321,400,181
5053,JFK,LAX,2472,384,738,400,160
5474,JFK,LAX,2472,406,321,400,181
1413,JFK,LAX,2472,390,738,400,160
6434,JFK,DFW,1390,225,321,400,181
9739,JFK,DFW,1390,217,738,400,160
2048,JFK,DFW,1390,222,738,400,160
6747,JFK,DFW,1390,215,321,400,181
7185,JFK,DFW,1390,235,757,380,176
4703,JFK,DFW,1390,215,738,400,160
1411,JFK,DFW,1390,216,321,400,181
4994,JFK,DFW,1390,210,321,400,181
1994,LAX,ORD,1743,281,757,380,176
7986,LAX,ORD,1743,265,738,400,160
5264,LAX,ORD,1743,281,738,400,160
6733,LAX,ORD,1743,287,757,380,176
4127,LAX,ORD,1743,280,757,380,176
8945,LAX,ORD,1743,281,738,400,160
6468,LAX,ORD,1743,264,738,400,160
4584,LAX,ORD,1743,281,321,400,181
9498,LAX,ORD,1743,261,321,400,181
9481,LAX,ORD,1743,273,738,400,160
401,LAX,JFK,2472,391,321,400,181
6940,LAX,JFK,2472,400,757,380,176
3668,LAX,JFK,2472,404,757,380,176
1788,LAX,JFK,2472,392,321,400,181
954,LAX,JFK,2472,409,757,380,176
3348,LAX,JFK,2472,393,757,380,176
5603,LAX,JFK,2472,395,738,400,160
1010,LAX,JFK,2472,413,757,380,176
8268,LAX,JFK,2472,416,757,380,176
9848,LAX,JFK,2472,373,321,400,181
3921,LAX,DFW,1234,195,738,400,160
2501,LAX,DFW,1234,213,757,380,176
2718,LAX,DFW,1234,202,738,400,160
4436,LAX,DFW,1234,198,738,400,160
5814,LAX,DFW,1234,208,757,380,176
9048,LAX,DFW,1234,199,757,380,176
1584,LAX,DFW,1234,203,738,400,160
2779,ORD,LAX,1743,268,738,400,160
9284,ORD,LAX,1743,279,738,400,160
3596,ORD,LAX,1743,280,738,400,160
1502,ORD,LAX,1743,266,738,400,160
9534,ORD,LAX,1743,280,738,400,160
5937,ORD,LAX,1743,276,321,400,181
3707,ORD,LAX,1743,299,757,380,176
5117,ORD,LAX,1743,284,738,400,160
3885,ORD,LAX,1743,274,738,400,160
1537,ORD,LAX,1743,285,738,400,160
6403,ORD,LAX,1743,261,738,400,160
1974,ORD,LAX,1743,300,757,380,176
572,ORD,LAX,1743,261,321,400,181
7030,ORD,JFK,739,121,757,380,176
4852,ORD,JFK,739,120,321,400,181
2390,ORD,JFK,739,122,757,380,176
1844,ORD,JFK,739,114,738,400,160
9450,ORD,JFK,739,112,321,400,181
1713,ORD,JFK,739,115,321,400,181
5691,ORD,JFK,739,118,738,400,160
3004,ORD,JFK,739,125,757,380,176
4725,ORD,JFK,739,114,738,400,160
5404,ORD,JFK,739,110,321,400,181
8409,ORD,JFK,739,124,757,380,176
7831,ORD,JFK,739,115,738,400,160
9516,ORD,JFK,739,111,321,400,181
727,ORD,DFW,802,121,738,400,160
5403,ORD,DFW,802,120,321,400,181
6774,ORD,DFW,802,130,757,380,176
4757,ORD,DFW,802,131,757,380,176
5212,ORD,DFW,802,121,321,400,181
299,ORD,DFW,802,120,738,400,160
3167,ORD,DFW,802,138,757,380,176
4069,ORD,DFW,802,131,738,400,160
9066,ORD,DFW,802,124,321,400,181
4609,ORD,DFW,802,128,738,400,160
9773,ORD,DFW,802,121,738,400,160
1551,ORD,DFW,802,137,757,380,176
8225,ORD,DFW,802,139,757,380,176
1980,ORD,DFW,802,129,738,400,160
260,ORD,DFW,802,129,757,380,176
9777,DFW,ORD,802,121,321,400,181
6585,DFW,ORD,802,121,321,400,181
9479,DFW,ORD,802,128,738,400,160
258,DFW,ORD,802,130,321,400,181
1510,DFW,ORD,802,129,757,380,176
5824,DFW,ORD,802,136,757,380,176
